Profile,Loan_Type,Credit_Score,Repayment_History,Business_Age,Revenue_Turnover,Profitability,Financial_Documents,GST_Compliance,Property_Security,OD_Requirement,Digital_Transactions,Eway_Bill_Volume,Tax_Status,Corporate_Authorization,Annual_Credits,Monthly_Average_Balance,Account_Utilization,Account_Age,FD_Security,Renewal_History,Debt_Burden,Credit_Engine_Score,Business_Engine_Score,Loan_Engine_Score,Risk_Penalty,Final_Score,Loan_Status,Promoter_Contribution,Project_Report,Project_Profitability,Break_Even,Supplier_Verification,Projected_Cashflow,DSCR,Debt_Equity,Asset_Life,Asset_Coverage,Regulatory_Approval,Previous_Term_Loan_History,Collateral_Value,Plant_Machinery_Investment,MSME_Category,Address_Verification,Industry_Risk,Supplier_History,Entity_KYC,Promoter_Age,Business_Registration,Udyam_Registration,CGTMSE_Eligibility,ITR_Filing,GST_Turnover,Banking_Transactions,Current_Ratio,Raw_Material_Holding,Inventory_Cycle,Debtor_Collection,Creditor_Payment,Working_Capital_Gap,Customer_Concentration,Current_Account_Vintage,Cheque_Bounce_History,Collateral,Promoter_Experience,Commercial_CIBIL,Existing_WC_Loans
1,30,2,2,1,1,1,2,2,,,,,,,,,,,,,,66.67,43.33,25.0,-20,45.08,0,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,,,,,,,
3,40,1,0,3,2,3,2,1,0.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,11.67,76.67,41.67,-45,41.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30,3,3,2,2,2,2,2,,,,,,,,,,,,,,100.0,66.67,60.0,0,76.0,2,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,
6,30,3,3,1,3,2,1,0,,,,,,,,,,,,,,100.0,53.33,53.33,-30,69.66,1,,,,,,,,,,,,,,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,3.0,,,,,,,,,,,,,
0,40,1,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,20.0,11.67,18.33,-65,16.92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,40,0,0,1,0,0,0,0,3.0,1.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,13.33,6.67,11.67,-145,10.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,2,2,1,0,0,1,1,,,,,,,,,,,,,,66.67,16.67,48.33,-30,45.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0
7,20,1,1,2,3,3,1,0,,,,,,,,,,,,,,20.0,68.33,73.33,-20,53.16,0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,40,3,3,3,2,1,3,3,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,100.0,75.0,73.33,0,83.17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,2,1,2,2,3,2,1,,,,,,,,,,,,,,58.33,70.0,73.33,0,67.08,1,,,,,,,,,,,,,,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,
4,30,2,2,1,1,0,2,2,,,,,,,,,,,,,,53.33,35.0,41.67,-20,43.75,0,,,,,,,,,,,,,,2.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,,,,,,,,,,,,,
0,10,0,0,0,1,0,0,0,,,,,,,,,,,,,,0.0,8.33,10.0,-165,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
0,20,1,1,0,2,1,0,0,,,,,,,,,,,,,,33.33,25.0,35.0,-70,31.42,0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30,0,1,2,0,0,2,3,,,,,,,,,,,,,,8.33,38.33,31.67,-75,25.5,0,,,,,,,,,,,,,,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,,,,,,,,,,,,,
0,10,1,0,1,1,0,0,0,,,,,,,,,,,,,,20.0,15.0,20.0,-100,18.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0
8,10,3,3,3,3,2,3,2,,,,,,,,,,,,,,100.0,86.67,88.33,0,91.92,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0
3,10,2,2,2,1,0,3,3,,,,,,,,,,,,,,61.67,51.67,55.0,-10,56.34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
1,10,0,0,1,2,1,2,2,,,,,,,,,,,,,,0.0,51.67,23.33,-105,23.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0
5,10,3,2,3,3,2,3,3,,,,,,,,,,,,,,86.67,91.67,83.33,0,87.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0
7,30,2,2,1,2,1,1,0,,,,,,,,,,,,,,66.67,36.67,38.33,-30,47.75,0,,,,,,,,,,,,,,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,
2,10,0,0,1,1,1,1,0,,,,,,,,,,,,,,13.33,28.33,41.67,-75,27.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0
5,10,2,2,3,3,3,2,3,,,,,,,,,,,,,,66.67,95.0,80.0,0,79.83,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0
8,30,2,2,3,3,3,3,3,,,,,,,,,,,,,,66.67,100.0,95.0,0,86.58,2,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,
3,40,3,3,1,2,2,1,1,0.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,100.0,50.0,65.0,0,72.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,2,1,2,2,2,1,1,,,,,,,,,,,,,,45.0,56.67,43.33,0,47.92,0,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,
3,10,1,1,3,3,3,3,2,,,,,,,,,,,,,,28.33,95.0,40.0,-25,52.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,3.0,1.0,0.0
9,20,2,2,2,3,3,1,0,,,,,,,,,,,,,,80.0,68.33,78.33,-20,75.91,1,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,2,2,0,3,2,1,1,,,,,,,,,,,,,,66.67,51.67,56.67,-20,58.67,0,0.0,1.0,3.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,30,1,1,3,3,3,3,2,,,,,,,,,,,,,,33.33,95.0,76.67,0,67.0,1,,,,,,,,,,,,,,2.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,,,,,,,,,,,,,
3,40,1,1,3,2,2,3,2,2.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0,2.0,33.33,78.33,46.67,-10,51.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,1,1,3,2,2,2,2,,,,,,,,,,,,,,20.0,73.33,68.33,-15,52.91,0,,,,,,,,,,,,,,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,0.0,,,,,,,,,,,,,
7,20,3,3,0,2,3,0,0,,,,,,,,,,,,,,100.0,41.67,58.33,-60,67.92,1,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,40,2,3,0,3,3,0,0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,2.0,3.0,3.0,88.33,50.0,86.67,-50,76.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,40,0,0,2,1,1,1,1,1.0,2.0,3.0,3.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,40.0,16.67,-90,17.83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,3,3,3,3,3,3,2,,,,,,,,,,,,,,100.0,95.0,101.67,0,99.08,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
0,20,1,1,0,0,1,0,0,,,,,,,,,,,,,,46.67,8.33,15.0,-90,24.08,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8,30,2,2,3,3,2,3,3,,,,,,,,,,,,,,53.33,91.67,75.0,0,72.42,1,,,,,,,,,,,,,,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,,,,,,,,,,,,,
2,10,0,1,0,1,0,0,1,,,,,,,,,,,,,,13.33,13.33,25.0,-95,17.41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,10,2,2,3,2,2,3,3,,,,,,,,,,,,,,75.0,83.33,85.0,0,81.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0
7,20,2,1,3,1,0,3,3,,,,,,,,,,,,,,58.33,58.33,78.33,-10,65.33,1,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,2,1,3,1,0,3,3,,,,,,,,,,,,,,58.33,58.33,56.67,-10,57.75,0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,40,1,0,2,1,1,3,3,2.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,11.67,60.0,16.67,-60,27.92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,40,3,3,3,3,3,3,3,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,100.0,100.0,70.0,0,89.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,0,0,2,1,1,2,1,,,,,,,,,,,,,,0.0,45.0,45.0,-85,29.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0
3,40,3,2,3,2,2,2,2,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,91.67,73.33,83.33,0,83.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30,0,0,0,0,0,0,0,,,,,,,,,,,,,,0.0,0.0,3.33,-170,1.17,0,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,
2,10,2,2,2,1,2,2,3,,,,,,,,,,,,,,66.67,63.33,63.33,0,64.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
6,40,3,3,2,1,2,2,2,2.0,3.0,2.0,3.0,3.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,100.0,58.33,36.67,-30,65.33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,20,3,3,0,1,1,0,0,,,,,,,,,,,,,,100.0,16.67,18.33,-100,46.42,0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,40,0,0,1,1,1,0,0,2.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,23.33,15.0,-135,12.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,3,3,3,1,1,3,3,,,,,,,,,,,,,,91.67,66.67,96.67,0,85.92,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0
1,40,1,0,1,1,2,1,0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,36.67,15.0,-60,25.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30,1,1,1,1,0,0,0,,,,,,,,,,,,,,33.33,15.0,35.0,-60,28.42,0,,,,,,,,,,,,,,0.0,3.0,2.0,3.0,2.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,
0,10,0,0,0,0,0,0,0,,,,,,,,,,,,,,0.0,0.0,26.67,-155,9.33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
3,30,3,3,2,3,3,3,3,,,,,,,,,,,,,,100.0,93.33,68.33,0,86.91,2,,,,,,,,,,,,,,1.0,1.0,3.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,,,,,,,,,,,,,
3,20,3,2,1,1,1,0,0,,,,,,,,,,,,,,91.67,23.33,25.0,-65,47.83,0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,0,1,0,2,2,0,0,,,,,,,,,,,,,,13.33,33.33,18.33,-115,21.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
1,20,1,1,1,1,1,1,1,,,,,,,,,,,,,,33.33,33.33,28.33,-20,31.58,0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,20,1,1,2,1,0,3,3,,,,,,,,,,,,,,20.0,51.67,31.67,-40,33.59,0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,0,0,3,1,1,3,2,,,,,,,,,,,,,,0.0,61.67,30.0,-85,29.0,0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30,2,3,1,2,1,2,2,,,,,,,,,,,,,,75.0,51.67,31.67,-10,52.84,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,,,,,,,,,,,,,
2,20,0,0,1,1,2,2,2,,,,,,,,,,,,,,13.33,51.67,15.0,-95,25.42,0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5,40,2,2,3,3,3,2,3,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,53.33,95.0,68.33,0,71.08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,2,2,3,3,3,3,3,,,,,,,,,,,,,,66.67,100.0,63.33,-10,75.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,3.0,2.0,2.0
2,40,3,2,1,0,0,1,2,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,91.67,21.67,28.33,-35,48.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,2,2,1,1,1,0,0,,,,,,,,,,,,,,66.67,23.33,41.67,-40,44.92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0
3,20,0,0,2,1,0,3,3,,,,,,,,,,,,,,0.0,51.67,36.67,-90,28.34,0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,40,2,2,1,1,0,1,2,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,53.33,30.0,25.0,-25,36.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,40,1,1,1,2,2,2,2,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,20.0,60.0,55.0,-20,44.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,1,1,2,2,2,2,3,,,,,,,,,,,,,,41.67,71.67,56.67,-10,55.92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,1.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0
1,30,0,0,1,1,2,1,0,,,,,,,,,,,,,,0.0,36.67,18.33,-90,17.42,0,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,
8,10,2,2,3,2,2,3,3,,,,,,,,,,,,,,66.67,83.33,96.67,0,82.17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0
0,40,0,0,0,1,1,0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.33,21.67,8.33,-125,14.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,30,0,0,1,1,0,1,0,,,,,,,,,,,,,,13.33,20.0,26.67,-115,20.0,0,,,,,,,,,,,,,,2.0,3.0,2.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
3,30,2,2,3,3,3,3,3,,,,,,,,,,,,,,53.33,100.0,75.0,0,74.92,1,,,,,,,,,,,,,,0.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,,,,,,,,,,,,,
3,40,0,0,3,3,2,3,3,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0,0.0,3.0,0.0,91.67,58.33,-75,47.92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,40,0,0,0,0,0,0,0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,-160,2.33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,30,1,2,0,1,1,0,0,,,,,,,,,,,,,,28.33,16.67,18.33,-85,21.33,0,,,,,,,,,,,,,,1.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,
3,40,0,0,2,2,3,2,2,1.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,75.0,45.0,-65,38.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,2,2,2,3,2,2,2,,,,,,,,,,,,,,66.67,75.0,75.0,0,72.08,1,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,40,0,0,1,3,3,1,0,1.0,1.0,2.0,0.0,3.0,1.0,3.0,2.0,2.0,0.0,2.0,0.0,3.0,0.0,61.67,60.0,-85,39.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,20,3,2,1,1,1,0,0,,,,,,,,,,,,,,91.67,23.33,48.33,-55,56.0,0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,3,3,2,0,0,3,3,,,,,,,,,,,,,,95.0,43.33,46.67,-40,62.58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,3.0,3.0
2,30,2,2,2,2,2,2,3,,,,,,,,,,,,,,66.67,71.67,50.0,-10,62.34,1,,,,,,,,,,,,,,3.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,,,,,,,,,,,,,
9,10,3,3,3,3,3,3,3,,,,,,,,,,,,,,100.0,100.0,106.67,0,100.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
7,10,3,2,1,3,3,2,1,,,,,,,,,,,,,,81.67,71.67,78.33,0,77.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,2.0,3.0,0.0,1.0,2.0,1.0,3.0,3.0
5,30,1,1,2,2,1,2,3,,,,,,,,,,,,,,33.33,63.33,70.0,0,55.16,1,,,,,,,,,,,,,,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,
4,30,3,3,1,3,2,0,0,,,,,,,,,,,,,,86.67,48.33,20.0,-60,51.83,0,,,,,,,,,,,,,,3.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,
1,20,2,2,2,1,1,3,2,,,,,,,,,,,,,,80.0,55.0,55.0,-10,63.75,0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,20,1,0,1,1,0,2,2,,,,,,,,,,,,,,11.67,35.0,26.67,-60,23.92,0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30,2,1,0,2,2,0,0,,,,,,,,,,,,,,71.67,33.33,30.0,-80,45.58,0,,,,,,,,,,,,,,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,,,,,,,,,,,,
0,10,1,2,1,1,1,1,0,,,,,,,,,,,,,,46.67,28.33,41.67,-30,39.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0
5,10,1,0,3,3,2,3,3,,,,,,,,,,,,,,20.0,91.67,63.33,-40,56.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,3.0,2.0,1.0,1.0
0,40,1,1,2,0,1,2,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,46.67,41.67,28.33,-25,38.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,30,2,2,3,3,2,3,3,,,,,,,,,,,,,,66.67,91.67,83.33,0,80.0,2,,,,,,,,,,,,,,2.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,
5,20,3,3,3,2,1,3,3,,,,,,,,,,,,,,100.0,75.0,83.33,0,86.67,2,2.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,40,1,0,0,2,3,1,1,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,25.0,51.67,55.0,-35,43.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,0,0,0,1,1,0,1,,,,,,,,,,,,,,0.0,21.67,28.33,-115,16.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
7,20,2,2,3,3,3,3,3,,,,,,,,,,,,,,66.67,100.0,93.33,0,86.0,2,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,20,2,2,3,3,3,3,2,,,,,,,,,,,,,,80.0,95.0,83.33,0,85.67,2,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,40,1,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,18.33,8.33,-75,17.16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,2,1,2,3,3,2,2,,,,,,,,,,,,,,48.33,83.33,56.67,-15,61.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0
4,40,2,1,2,3,2,2,1,3.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,45.0,70.0,61.67,0,58.33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
